,Date,Open,High,Low,Close,Adj Close,Volume,CDL3BLACKCROWS,CDLEVENINGSTAR,CDLTASUKIGAP,CDLINVERTEDHAMMER,CDLMATCHINGLOW,CDLABANDONEDBABY,CDLMORNINGSTAR,CDLPIERCING,CDLSTICKSANDWICH,CDLTHRUSTING,CDLGRAVESTONEDOJI,CDLDRAGONFLYDOJI,CDLHAMMER,CDLENGULFING,EMA,Trend
0,1999-12-15 00:00:00-05:00,25.53125,25.75,24.84375,25.328125,13.968706130981445,14480400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1,1999-12-16 00:00:00-05:00,24.96875,25.21875,24.40625,25.09375,13.839444160461426,16354800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2,1999-12-17 00:00:00-05:00,25.0,25.21875,24.1875,24.375,13.4430513381958,25242400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
3,1999-12-20 00:00:00-05:00,24.46875,24.8125,23.96875,24.0,13.23623275756836,12407000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4,1999-12-21 00:00:00-05:00,23.90625,25.53125,23.8125,24.65625,13.598166465759277,15986200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
5,1999-12-22 00:00:00-05:00,24.75,25.0625,24.21875,24.25,13.374106407165527,12196200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6,1999-12-23 00:00:00-05:00,24.59375,24.75,24.5625,24.6875,13.615398406982422,10530000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
7,1999-12-27 00:00:00-05:00,24.875,25.3125,24.5,24.5,13.511990547180176,10829000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
8,1999-12-28 00:00:00-05:00,24.53125,24.84375,24.5,24.65625,13.598166465759277,7265400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
9,1999-12-29 00:00:00-05:00,24.75,25.125,24.59375,24.9375,13.753278732299805,8115200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.6484375,1.0
10,1999-12-30 00:00:00-05:00,25.0,25.4375,24.875,25.34375,13.977319717407227,6736200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.774857954545453,1.0
11,1999-12-31 00:00:00-05:00,25.28125,25.46875,25.0,25.09375,13.839444160461426,5287600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.83283832644628,1.0
12,2000-01-03 00:00:00-05:00,25.125,25.125,24.0,24.21875,13.35688304901123,13705800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.721185903456046,0.0
13,2000-01-04 00:00:00-05:00,23.875,23.96875,22.46875,22.78125,12.56408405303955,27293400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.368470284645856,0.0
14,2000-01-05 00:00:00-05:00,22.53125,23.21875,22.25,23.03125,12.701960563659668,22855600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.125339323801153,0.0
15,2000-01-06 00:00:00-05:00,23.46875,25.0,23.375,25.0,13.787741661071777,17307000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.28436853765549,1.0
16,2000-01-07 00:00:00-05:00,24.8125,24.8125,24.0,24.34375,13.425822257995605,11632800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.295165167172673,1.0
17,2000-01-10 00:00:00-05:00,24.46875,24.46875,23.34375,23.5,12.960478782653809,11152800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.150589682232187,0.0
18,2000-01-11 00:00:00-05:00,22.78125,23.46875,22.78125,23.0,12.684723854064941,11064400,0,0,0,100,0,0,0,0,0,0,0,0,0,0,23.94139155818997,0.0
19,2000-01-12 00:00:00-05:00,23.0,23.53125,23.0,23.25,12.822598457336426,11067600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.81568400215543,0.0
20,2000-01-13 00:00:00-05:00,23.5,23.9375,23.4375,23.78125,13.115592956542969,12322000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.809423274490804,0.0
21,2000-01-14 00:00:00-05:00,24.96875,25.28125,24.40625,25.25,13.925620079040527,20438600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.071346315492477,1.0
22,2000-01-18 00:00:00-05:00,25.0,25.0,23.90625,24.0,13.23623275756836,17116000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.058374258130208,0.0
23,2000-01-19 00:00:00-05:00,23.9375,24.59375,23.34375,24.0,13.23623275756836,15468400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.04776075665199,0.0
24,2000-01-20 00:00:00-05:00,23.75,24.0,23.0,23.5390625,12.982020378112793,12249000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.955270164533445,0.0
25,2000-01-21 00:00:00-05:00,23.25,23.34375,22.78125,22.84375,12.598550796508789,12839400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.753175589163728,0.0
26,2000-01-24 00:00:00-05:00,22.875,23.125,22.25,22.28125,12.288331031799316,12614800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.485552754770325,0.0
27,2000-01-25 00:00:00-05:00,22.46875,22.84375,22.34375,22.5625,12.443438529968262,15631000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.31772498117572,0.0
28,2000-01-26 00:00:00-05:00,22.875,23.65625,22.6875,23.5625,12.994950294494629,15441200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.36222953005286,1.0
29,2000-01-27 00:00:00-05:00,23.78125,24.1875,23.53125,24.0625,13.27070426940918,12769400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.489551433679615,1.0
30,2000-01-28 00:00:00-05:00,23.9375,23.9375,22.875,22.875,12.61578369140625,13517000,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,23.377814809374232,0.0
31,2000-01-31 00:00:00-05:00,23.25,24.21875,23.15625,24.21875,13.35688304901123,16910000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.530712116760736,1.0
32,2000-02-01 00:00:00-05:00,24.0625,24.5,24.0,24.5,13.511990547180176,8965200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.706946277349694,1.0
33,2000-02-02 00:00:00-05:00,23.75,24.25,23.6875,23.875,13.167299270629883,11717400,0,0,0,100,0,0,0,0,0,0,0,0,0,0,23.73750149964975,1.0
34,2000-02-03 00:00:00-05:00,23.84375,24.03125,22.71875,23.21875,12.805367469787598,22798000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.643183045167977,0.0
35,2000-02-04 00:00:00-05:00,23.46875,23.5625,22.65625,22.9375,12.650260925292969,13400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.514877036955617,0.0
36,2000-02-07 00:00:00-05:00,22.65625,22.75,22.4375,22.65625,12.495144844055176,10364400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.358763030236414,0.0
37,2000-02-08 00:00:00-05:00,22.90625,23.625,22.84375,23.5625,12.994950294494629,10821800,0,0,0,0,0,0,100,0,0,0,0,0,0,0,23.395806115647975,1.0
38,2000-02-09 00:00:00-05:00,23.5625,23.625,23.03125,23.03125,12.701960563659668,9294200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.32952318553016,0.0
39,2000-02-10 00:00:00-05:00,23.03125,23.25,22.34375,22.4375,12.374505043029785,11579400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.167337151797405,0.0
40,2000-02-11 00:00:00-05:00,22.5,23.3125,22.5,22.59375,12.46066951751709,13510400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.06304857874333,0.0
41,2000-02-14 00:00:00-05:00,22.84375,22.96875,22.03125,22.125,12.202157020568848,13426800,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,22.892494291699087,0.0
42,2000-02-15 00:00:00-05:00,22.03125,23.0,22.03125,22.8125,12.581313133239746,13834000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.877949875026527,0.0
43,2000-02-16 00:00:00-05:00,23.125,23.25,22.5625,22.59375,12.46066951751709,11939600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.82627717047625,0.0
44,2000-02-17 00:00:00-05:00,22.71875,23.15625,22.15625,22.3125,12.305562019348145,12256800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.732863139480568,0.0
45,2000-02-18 00:00:00-05:00,22.28125,22.34375,21.6875,21.875,12.064274787902832,14998000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.576888023211374,0.0
46,2000-02-22 00:00:00-05:00,21.59375,22.9375,21.5,22.375,12.340030670166016,13162800,0,0,0,0,0,0,0,0,0,0,0,0,0,100,22.540181109900214,0.0
47,2000-02-23 00:00:00-05:00,22.5,23.3125,22.21875,22.875,12.61578369140625,13732000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.60105727173654,1.0
48,2000-02-24 00:00:00-05:00,22.9375,23.125,21.9375,22.40625,12.357270240783691,11467800,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,22.56563776778444,0.0
49,2000-02-25 00:00:00-05:00,22.375,22.90625,22.0625,22.0625,12.167680740356445,10603800,0,0,0,100,0,0,0,0,0,0,0,0,0,0,22.474158173641815,0.0
50,2000-02-28 00:00:00-05:00,22.375,23.46875,22.28125,22.96875,12.667487144470215,13760000,0,0,0,0,0,0,100,0,0,0,0,0,0,0,22.564083960252393,1.0
51,2000-02-29 00:00:00-05:00,22.96875,23.21875,22.53125,23.0,12.684723854064941,11792800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.643341422024687,1.0
52,2000-03-01 00:00:00-05:00,23.0,23.09375,22.40625,22.78125,12.702147483825684,9796600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.668415708929288,1.0
53,2000-03-02 00:00:00-05:00,22.78125,22.78125,22.3125,22.53125,12.562753677368164,10613000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.643476489123962,0.0
54,2000-03-03 00:00:00-05:00,22.875,23.0625,22.3125,22.5,12.545333862304688,12825800,0,0,0,0,100,0,0,0,0,0,0,0,0,0,22.617389854737787,0.0
55,2000-03-06 00:00:00-05:00,22.5,22.96875,22.0,22.25,12.405939102172852,9827800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.550591699330916,0.0
56,2000-03-07 00:00:00-05:00,22.5,22.59375,21.875,22.0,12.266549110412598,8911200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.450484117634385,0.0
